id,name,classification,subclassification,date,type,contract_count_buyer,contract_count_supplier,contract_count_funder,contract_amount_buyer,contract_amount_supplier,contract_amount_funder,purchase_count_buyer,purchase_count_supplier,purchase_count_funder,purchase_amount_buyer,purchase_amount_supplier,purchase_amount_funder,other_names,country,source_id,sourceRun_id,id_RFC,legalName_RFC,uri_RFC,verified_RFC,id_RUPC,legalName_RUPC,uri_RUPC,verified_RUPC
huawei-technologies-costa-rica-sociedad-anonima,HUAWEI TECHNOLOGIES COSTA RICA SOCIEDAD ANONIMA,company,,2021-11-28T01:37:43.000Z,organizations,0,69,0,0,20322040022,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,PDM0901213N6,PROMOTORA Y DESARROLLADORA MEXICANA DE INFRAESTRUCTURA,,1,,,,
si-vale-mexico-sa-de-cv,SI VALE MEXICO SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,1006,0,0,19776971507,0,0,0,0,0,0,0,"SI VALE MÉXICO, S.A. DE C.V.
SI VALE MEXICO S.A. DE C.V.
SI VALE MEXICO S.A DE C.V.
SI VALE MÉXICO S.A DE C.V.
SI VALE MEXICO, S.A. DE C.V.
SÍ VALE MÉXICO SA DE CV
SÍ VALE MÉXICO S.A. DE C.V.
SÍ VALE MÉXICO, S.A. DE C.V.
SI VALE MEXICO S. A. DE C. V.
SI VALE MÉXICO S.A. DE C.V.
SÍ VALE MÉXICO S.A DE C.V.
Si Vale México S.A. de C.V.
Si Vale Mexico S.A DE C.V.
SÍ Vale México S.A. de C.V.
SI VALE MEXICO S A DE C V
Sí Vale México S.A. de C.V.
SI VALE MÉXICO SA DE CV
SI VALE MÉXICO S. A. DE C. V.
SI VALE MEXICO S.A.D E C.V.
SI VALE MEXICO S.A DE C.V
Si Vale México S.A de C.V.
SÍ VALE MÉXICO S.A. DE .C.V",México,"compranet
pot",compranet-1620524637144,,,,,4667,SI VALE MEXICO SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
axtel-sab-de-cv,AXTEL S A B DE C V,company,profit,2019-01-24T01:16:35.000Z,organizations,0,909,0,0,19542973111,0,0,0,0,0,0,0,"AXTEL S.A.B DE C.V
AXTEL, S.A.B. DE C.V.
AXTEL S.A.B. DE C.V.
AXTEL SAB DE CV
AXTEL, SAB DE C.V.
Axtel S.A.B. de C.V.
Axtel S A B de C.V.
AXTEL S A B DE CV
AXTEL S.A.B DE C.V.
AXTEL SAB DE C.V.
AXTEL SA B DE CV
AXTEL S.A.B. DE C.V
Axtel S.A.B de C.V.
AXTEL S.A.B. de C.V.
AXTEL S.A. B. DE C.V.
AXTEL S.A.B.DE C.V.",México,"mujeres2020
mujeres2019
compranet
tdc
pot
compranet3","mujeres2020-1619230420487
mujeres2019-1619230367206
compranet-1620524637144",FES840823HH0,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",,1,6404,AXTEL S A B DE C V,https://sites.google.com/site/cnetrupc/rupc,
dmgp-servicios-de-integridad-sa-de-cv,"DMGP SERVICIOS DE INTEGRIDAD, S.A. DE C.V.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,1,0,0,19349157771,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,FES840823HHO,"FARMACOS ESPECIALIZADOS, S. A. DE C. V.",,,,,,
noble-contracting-sarl,NOBLE CONTRACTING SARL,company,,2021-05-09T03:21:07.000Z,organizations,0,17,0,0,18862270770,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,,,,,,,,
jet-van-car-rental-sa-de-cv,JET VAN CAR RENTAL SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,881,0,0,18391208212,0,0,3,0,0,"84221940,23",0,"JET VAN CAR RENTAL, S.A. DE C.V.
JET VAN CAR RENTAL S.A. DE C.V.
Jet Van Car Rental, S. A. de C. V.
Jet Van Car Rental S. A. de C. V.
Jet Van Car Rental S.A. de C.V.
JET VAN CAR RENTAL S.A DE C.V.
JET VAN CAR RENTAL S.A. DE C.V
JET VAN CAR RENTAL SA. DE C.V.
JET VAN CAR RENTAL S.A.DE C.V.
JET VAN CAR RENTAL S. A. DE C.V.
JET VAN CAR RENTAL S.A. DE C. V.
Jet Van Car Rental S.A de C.V
JET VAN CAR RENTALSA DE CV
JET VAN CAR RENTAL S.A DE C.V",México,"compranet
pot
compranet3
comprasimss",compranet-1620524637144,,,,,7023,JET VAN CAR RENTAL SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
abbott-healthcare-costa-rica-sociedad-anonima,ABBOTT HEALTHCARE COSTA RICA SOCIEDAD ANONIMA,company,,2021-11-28T01:47:07.000Z,organizations,0,21,0,0,18089451381,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,PUN9810229R0,SI VALE MEXICO SA DE CV,,1,,,,
condux-sa-de-cv,"CONDUX, S.A. DE C.V.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,27,0,0,17617649379,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,AXT940727FP8,AXTEL S A B DE C V,,1,,,,
nalco-de-mexico-s-de-rl-de-cv,"NALCO DE MEXICO, S. DE R.L. DE C.V.",company,profit,2019-01-24T01:18:06.000Z,organizations,0,163,0,0,17380295612,0,0,0,0,0,0,0,"NALCO DE MÉXICO, S. DE R.L. DE C.V.
NALCO DE MEXICO S. DE R.L. DE C.V.
NALCO DE MEXICO S DE R L DE C V",México,"compranet
compranet3
pot",compranet-1620524637144,,,,,,,,
repsol-comercializadora-de-gas-sa,"REPSOL COMERCIALIZADORA DE GAS, S.A.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,1,0,0,16762471300,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,,,,,,,,
marcas-nestle-sa-de-cv,"MARCAS NESTLE, S.A. DE C.V.",company,profit,2019-01-24T01:16:35.000Z,organizations,0,23326,0,0,16712031928,0,0,1166,0,0,1616506937,0,"MARCAS NESTLE,S.A. DE C.V.
MARCAS NESTLE SA DE CV
MARCAS NESTLE, S.A DE C.V.
MARCAS NESTLE, S.A.DE C.V.
MARCAS NESTLÉ, S.A. DE C.V.
MARCAS NESTLE S.A. DE C.V.
MARCAS NESTLE S.A DE C.V.
MARCAS NESTLE S. A. DE C. V.
MARCAS NESTLE S.A. D E C.V.
MARCAS NESTLÉ S.A. DE C.V.
MARCAS NESTLE S.A. D.E C.V.
MARCAS NESTLE S A DE C V
MARCAS NESTLE, S. A. DE C. V.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,JCR040721NU2,JET VAN CAR RENTAL SA DE CV,,1,,,,
aplicaciones-medicas-integrales-sa-de-cv,APLICACIONES MEDICAS INTEGRALES SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,470,0,0,16542301094,0,0,140,0,0,"251190980,6",0,"APLICACIONES MEDICAS INTEGRALES, S.A. DE C.V.
Aplicaciones Medicas Integrales S.A. de C.V.
APLICACIONES MÉDICAS INTEGRALES, S.A. DE C.V.
APLICACIONES MEDICAS INTEGRALES S.A. DE C.V.
APLICACIONES MEDICAS INTEGRALES, S.A.D E C.V.
APLICACIONES MÉDICAS INTEGRALES S.A. DE C.V.
APLICACIONES MEDICAS INTEGRALES S.A. DE C.V
APLICACIONES MEDICAS INTEGRALES S.A DE C.V
APLICACIONES MEDICAS INTEGRALES S. A. DE C. V.
APLICACIONES MÉDICAS INTEGRALES SA DE CV
APLICACIONES MEDICAS INTEGRALES S.A. de C.V.",México,"compranet
pot
compranet3
comprasimss",compranet-1620524637144,,,,,3716,APLICACIONES MEDICAS INTEGRALES SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
hewlett-packard-mexico-s-de-rl-de-cv,HEWLETT-PACKARD MEXICO S DE RL DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,678,0,0,16477666928,0,0,0,0,0,0,0,"HEWLETT PACKARD MEXICO, S. DE R.L. DE C.V.
HEWLETT-PACKARD MEXICO, S. DE R.L. DE C.V.
HEWLETT-PACKARD MÉXICO, S. DE R. L. DE C.V.
HEWLETT PACKARD MEXICO, S DE R.L. DE C.V.
HEWLETT-PACKARD MÉXICO S. DE R.L. DE C.V.
HEWLETT PACKARD MEXICO S. DE R.L. DE C.V.
HEWLETT-PACKARD MEXICO S. DE R.L. DE C.V.
HEWLETT PACKARD MÉXICO S. DE R.L. DE C.V.
Hewlett Packard México S. de R.L. de C.V.
HEWLETT PACKARD MEXICO S DE RL DE CV
HEWLETT-PACKARD MÉXICO S. DE R.L. DE C.V
Hewlett-Packard México S. de R.L. de C.V.
Hewlett Packard México S. de R. L. de C.V.
HEWLETT PACKARD MÉXICO S. DE R.L. DE C.V
HEWLETT-PACKARD MÉXICO S. DE R. L. DE C.V.
HEWLETT-PACKARD MEXICO S. DE R.L. DE CV
HEWLETT-PACKARD MEXICO S.DE R.L. DE C.V.
HEWLETT-PACKARD MÉXICO S. DE R. L. DE C. V.
HEWLETT PACKARD MÉXICO S. DE R. L. DE C. V.
Hewlett Packard México S. de R.L. De C.V.
HEWLETT PACKARD MEXICO S DE R.L. DE C.V.
HEWLETT PACKARD MEXICO S. DE R.L DE C.V
Hewlett Packard México S. de R.L. de C.V
HEWLETT PACKARD MÉXICO S. DE R.L DE C.V.
Hewlett Packard México S de R.L. de C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,,,,,18615,HEWLETT-PACKARD MEXICO S DE RL DE CV,https://sites.google.com/site/cnetrupc/rupc,
uninet-sa-de-cv,UNINET SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,819,0,0,16432451994,0,0,5,0,0,1965697983,0,"Uninet, S.A. de C.V.
UNINET, S.A. DE C.V.
UNINET, SA DE CV
UNINET, S.A. DE C.V
UNINET S.A DE C.V.
Uninet S.A. de C.V.
UNINET S.A. DE C.V.
UNINET S. A. DE C. V.
UNINET SA. DE C.V.
UNINET S.A DE C.V
UNINET S.A. DE C.V
Uninet S.A. De C.V.
UNINET S.A. DE .C.V",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,,,,,18879,UNINET SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
accor-servicios-empresariales-sa-de-cv,ACCOR SERVICIOS EMPRESARIALES S.A DE C.V.,company,profit,2019-11-08T17:40:02.000Z,organizations,0,766,0,0,16341325525,0,0,0,0,0,0,0,"ACCOR SERVICIOS EMPRESARIALES, S.A. DE C.V.
ACCOR SERVICIOS EMPRESARIALES S.A. DE C.V.
ACCOR SERVICIOS EMPRESARIALES, S.A. DE C.V.,
ACCOR SERVICIOS EMPRESARIALES S. A. DE C. V.
ACCOR SERVICIOS EMPRESARIALES, S.A. DE C.V
ACCOR SERVICIOS EMPRESARIALES SA DE CV
Accor Servicios Empresariales S.A. de C.V.
Accor Servicios Empresariales S.A de C.V
ACCOR SERVICIOS EMPRESARIALES S.A. C.V.
ACCOR Servicios Empresariales S. A. de C.V.
ACCOR SERVICIOS EMPRESARIALES S.A. DE C.V
ACCOR SERVICIOS EMPRESARIALES SA CV
ACCOR SERVICIOS EMPRESARIALES S. A. DE C.V.
Accor Servicios Empresariales S. A. de C. V.
ACCOR SERVICIOS EMPRESARIALES S A DE C V
ACCOR SERVICIOS EMPRESARIALES S.A. DE C. V.
ACCOR SERVICIOS EMPRESARIALES. S.A. DE C.V.
ACCOR SERVICIOS EMPRESARIALES S.A.D E C.V.
ACCOR SERVICIOS EMPRESARIALES S.A DE C.V
ACCOR SERVICIOS EMPRESARIALES S.ADE C.V.
Accor Servicios Empresariales S A. de C.V.
ACCOR SERVICIOS EMPRESARIALES S .A. DE C.V.
ACCOR. SERVICIOS EMPRESARIALES S.A. DE C.V.
Accor Servicios Empresariales S.A de C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,,,,,,,,
productos-hospitalarios-sa-de-cv,PRODUCTOS HOSPITALARIOS S.A DE C.V,company,profit,2019-01-24T01:16:35.000Z,organizations,0,1414,0,0,16139972081,0,0,329,0,0,2257200943,0,"PRODUCTOS HOSPITALARIOS S.A. DE C.V.
PRODUCTOS HOSPITALARIOS, S.A. DE C.V.
Productos Hospitalarios, S.A. de C.V.
PRODUCTOS HOSPITALARIOS, S.A DE C.V
PRODUCTOS HOSPITALARIOS SA DE CV
PRODUCTOS HOSPITALARIOS S.A DE C.V.
PRODUCTOS HOSPITALARIOS S.A. DE C.V
PRODUCTOS HOSPITALARIOS S.A.DE C.V.
Productos Hospitalarios S.A. de C.V.
PRODUCTOS HOSPITALARIOS S A DE C V
PRODUCTOS HOSPITALARIOS SA DE C.V.
PRODUCTOS HOSPITALARIOS SA DECV
PRODUCTOS HOSPITALARIOS, S. A. DE C. V.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,MNE0409226K9,"MARCAS NESTLE, S. A. DE C. V.",,,12712,PRODUCTOS HOSPITALARIOS S.A DE C.V,https://sites.google.com/site/cnetrupc/rupc,
gipe-grupo-industrial-en-potencia-y-electronica-sa-de-cv,GIPE GRUPO INDUSTRIAL EN POTENCIA Y ELECTRONICA SA DE CV,company,profit,2019-01-24T01:17:24.000Z,organizations,0,33,0,0,16073943464,0,0,0,0,0,0,0,"GIPE, GRUPO INDUSTRIAL EN POTENCIA Y ELECTRONICA, S.A. DE C.V.
GIPE, GRUPO INDUSTRIAL EN POTENCIA Y ELECTRONICA S.A. DE C.V
GIPE GRUPO INDUSTRIAL EN PÓTENCIA Y ELECTRONICA, S.A. DE C.V.
GIPE GRUPO INDUSTRIAL EN POTENCIA Y ELECTRONICA S.A DE C.V
GIPE GRUPO INDUSTRIAL EN POTENCIA Y ELECTRONICA S.A. DE C.V.
GIPE GRUPO INDUSTRIAL EN POTENCIA Y ELECTRÓNICA S.A. DE C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,AMI960206B94,APLICACIONES MEDICAS INTEGRALES SA DE CV,,1,,,,
sempra-energy-lng-marketing-mexico-s-de-rl-de-cv,"SEMPRA ENERGY LNG MARKETING MEXICO, S. DE R.L. DE C.V.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,1,0,0,16071819813,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,HME871101RG3,HEWLETT-PACKARD MEXICO S DE RL DE CV,,1,,,,
bd-consultores-costa-rica-sociedad-anonima,"BD CONSULTORES COSTA RICA, SOCIEDAD ANONIMA",company,,2021-11-28T01:40:21.000Z,organizations,0,14,0,0,15989038063,0,0,0,0,0,0,0,BD CONSULTORES COSTA RICA SOCIEDAD ANONIMA,Costa Rica,sicop,sicop-1638063428447,UNI951013RC1,UNINET SA DE CV,,1,,,,
constructora-y-pavimentadora-vise-sa-de-cv,CONSTRUCTORA Y PAVIMENTADORA VISE S.A. DE C.V.,company,profit,2019-01-24T01:16:35.000Z,organizations,0,197,0,0,15839916286,0,0,0,0,0,0,0,"CONSTRUCTORA Y PAVIMENTADORA VISE, S.A. DE C.V.
Constructora y Pavimentadora Vise S.A. de C.V.
CONSTRUCTORA Y PAVIMENTADORA VISE SA DE CV
CONSTRUCTORA Y PAVIMENTADORA VISE S.A.DE C.V.
CONSTRUCTORA Y PAVIMENTADORA VISE SADE CV",México,"compranet
compranet3
pot
tdc",compranet-1620524637144,,,,,5755,CONSTRUCTORA Y PAVIMENTADORA VISE S.A. DE C.V.,https://sites.google.com/site/cnetrupc/rupc,
bahud-processing-mexico-s-de-rl-de-cv,BAHUD PROCESSING MEXICO S DE RL DE CV,company,profit,2021-10-31T11:00:34.000Z,organizations,0,1,0,0,15787380000,0,0,0,0,0,0,0,,México,compranet,"compranet-1635724800010
compranet-1637539200127",PHO830421C59,PRODUCTOS HOSPITALARIOS S.A DE C.V,,1,,,,
operadora-de-programas-de-abasto-multiple-sa-de-cv,OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,427,0,0,15508348576,0,0,0,0,0,0,0,"OPERADORA DE PROGRAMAS DE ABASTO MÚLTIPLE, S.A. DE C.V.
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE S.A DE C.V.
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE, S.A. DE C.V.
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE S.A. DE C.V.
OPERADORA DE PROGRAMAS DE ABASTO MÚLTIPLE S.A. DE C.V.
Operadora de Programas de Abasto Múltiple S.A. de C.V.
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE S. A. DE C.V.
OPERADORA DE PROGRAMAS DE ABASTO MÚLTIPLE S.A. DE C.V
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE S. A. DE C. V.
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE SA DE CV.
OPERADORA DE PROGRAMAS DE ABASTO MÚLTIPLE S.A DE C.V.
Operadora de Programas de Abasto Multiple S.A. de C.V.
Operadora de programas de abasto multiple S.A. de CV
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE S.A DE C.V
OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE S A DE C V
Operadora de Programas de Abasto Multiple SA de CV",México,"compranet
compranet3
pot",compranet-1620524637144,,,,,5126,OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
desarrollo-del-sureste-playa-del-carmen-tulum-sa-de-cv,"DESARROLLO DEL SURESTE PLAYA DEL CARMEN TULUM, S.A. DE C.V.",company,profit,2021-04-14T14:03:16.000Z,organizations,0,1,0,0,15358287724,0,0,0,0,0,0,0,,México,compranet,compranet-1618437772132,,,,,,,,
central-de-servicios-pc-sociedad-anonima,CENTRAL DE SERVICIOS PC SOCIEDAD ANONIMA,company,,2021-11-28T01:37:12.000Z,organizations,0,446,0,0,15308243099,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
servicio-de-transporte-sa-de-cv,SERVICIO DE TRANSPORTE SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,257,0,0,15292075960,0,0,0,0,0,0,0,"SERVICIO DE TRANSPORTE, S.A. DE C.V.
SERVICIO DE TRANSPORTE S.A. DE C.V.
Servicio de Transporte S.A. de C.V.
Servicio de Transporte S. A. de C. V.
SERVICIO DE TRANSPORTE S.A DE C.V
SERVICIO DE TRANSPORTE S. A. DE C. V.
SERVICIO DE TRANSPORTE S.A.DE C.V.
SERVICIO DE TRANSPORTE S.A DE C.V.
SERVICIO DE TRANSPORTE S.A. DE C.V",México,"compranet
compranet3
pot",compranet-1620524637144,,,,,7796,SERVICIO DE TRANSPORTE SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
centrum-promotora-internacional-sa-de-cv,CENTRUM PROMOTORA INTERNACIONAL SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,695,0,0,15203520103,0,0,449,0,0,2712965952,0,"CENTRUM PROMOTORA INTERNACIONAL S.A. DE C.V
CENTRUM PROMOTORA INTERNACIONAL, S.A. DE C.V.
CENTRUM PROMOTORA INTERNACIONAL S.A. DE C.V.
CENTRUM PROMOTORA INTERNACIONAL,S.A DE C.V
CENTRUM PROMOTORA INTERNACIONAL S.A DE C.V.
CENTRUM PROMOTORA INTERNACIONAL, S. A. DE C. V.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,BPM1809043P8,BAHUD PROCESSING MEXICO S DE RL DE CV,,1,7327,CENTRUM PROMOTORA INTERNACIONAL SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
mexdrill-offshore-s-de-rl-de-cv,"MEXDRILL OFFSHORE, S. DE R. L. DE C. V.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,14,0,0,15197558231,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,OPA010719SF0,OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE SA DE CV,,1,,,,
control-electronico-sociedad-anonima,CONTROL ELECTRONICO SOCIEDAD ANONIMA,company,,2021-11-28T01:37:12.000Z,organizations,0,191,0,0,15088303918,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
segacorp-de-costa-rica-sociedad-anonima,SEGACORP DE COSTA RICA SOCIEDAD ANONIMA,company,,2021-11-28T01:40:21.000Z,organizations,0,73,0,0,15072092355,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
mota-engil-mexico-sa-de-cv,MOTA-ENGIL MEXICO SA DE CV,company,profit,2019-01-24T01:17:24.000Z,organizations,0,16,0,0,14956357065,0,0,0,0,0,0,0,"MOTA-ENGIL MEXICO, S.A. DE C.V.-
MOTA-ENGIL MEXICO S.A. DE C.V.
Mota-Engil México S.A. de C.V.",México,"compranet
pot",compranet-1620524637144,STR960207U55,SERVICIO DE TRANSPORTE SA DE CV,,1,32767,MOTA-ENGIL MEXICO SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
sap-costa-rica-sociedad-anonima,SAP COSTA RICA SOCIEDAD ANONIMA,company,,2021-11-28T01:39:00.000Z,organizations,0,18,0,0,14849663369,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,CPI9106184E5,CENTRUM PROMOTORA INTERNACIONAL SA DE CV,,1,,,,
constructora-navarro-y-aviles-sociedad-anonima,CONSTRUCTORA NAVARRO Y AVILES SOCIEDAD ANONIMA,company,,2021-11-28T01:40:21.000Z,organizations,0,9,0,0,14820487955,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
unisys-de-centro-america-sa,Unisys de Centro América S.A.,company,profit,2021-11-28T01:37:43.000Z,organizations,0,23,0,0,14800153706,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
global-offshore-mexico-s-de-rl-de-cv,"GLOBAL OFFSHORE MEXICO, S. DE R.L. DE C.V.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,19,0,0,14780810751,0,0,0,0,0,0,0,"GLOBAL OFFSHORE MEXICO, S. DE R. L. DE C. V.",México,compranet3,compranet3-1620530467436,,,,,,,,
sixsigma-networks-mexico-sa-de-cv,"SIXSIGMA NETWORKS MÉXICO, S.A. DE C.V.|",company,,2019-09-11T10:42:05.000Z,organizations,0,124,0,0,14775127270,0,0,2,0,0,"770602990,5",0,"SIXSIGMA NETWORKS MÉXICO, S.A. DE C.V.
SIXSIGMA NETWORKS MEXICO, S.A. DE C.V.
SIXSIGMA NETWORKS MÉXICO S.A. DE C.V.
SIXSIGMA NETWORKS MEXICO S.A. DE C.V
SIXSIGMA NETWORKS MEXICO S.A DE C.V.
SIXSIGMA NETWORKS MEXICO S.A. DE C.V.
Sixsigma Networks México S A de C.V.
Sixsigma Networks Mexico S.A. de C.V.
Sixsigma Networks México S.A. de C.V.
SIXSIGMA NETWORKS MEXICO SA DE CV
SIXSIGMA NETWORKS MEXICO S A DE C V
SIXSIGMA NETWORKS MÉXICO S. A. DE C. V.
SIXSIGMA NETWORKS MÉXICO S A DE C.V.
SIXSIGMA NETWORKS MÉXICO S.A. DE C.V
SIXSIGMA NETWORKS MÉXICO S.A DE C.V.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,MME100125RS6,MOTA-ENGIL MEXICO SA DE CV,,1,,,,
efectivale-s-de-rl-de-cv,EFECTIVALE S DE RL DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,2495,0,0,14571931534,0,0,0,0,0,0,0,"EFECTIVALE, S. DE R.L. DE C.V.
EFECTIVALE, S de R.L DE C.V.
EFECTIVALE S. DE R.L. DE C.V.
EFECTIVALE, S DE RL DE CV
EFECTIVALE S. DE R. L. DE C. V.
EFECTIVALE S de RL de CV
Efectivale, S. de R.L. de C.V.
EFECTIVALE, S. DE R.L DE C.V.
EFECTIVALE S DE R.L. DE C.V.
Efectivale S. de R.L. de C.V.
EFECTIVALE S. DE R.L DE C.V
EFECTIVALE S.DE R.L. DE C.V.
EFECTIVALE S. DE R. L. DE C.V.
EFECTIVALE S DE R. L. DE C.V.
EFECTIVALE S. DE R.L. DE C.V
EFECTIVALE S.DE RL. DE C.V.
EFECTIVALE S de R.L DE C.V.
EFECTIVALE S. DE RL. DE C.V.
Efectivale S.de R.L. de C.V.
EFECTIVALE S. DE R.L. DE C. V.
EFECTIVALE S.DE R.L DE C.V.
EFECTIVALE S. DE RL DE C.V.
Efectivale S de R.L. de C.V.
EFECTIVALE S. DE R.L DE C.V.
EFECTIVALE S DE RL DE C.V.
Efectivale S de RL de CV
EFECTIVALE S DE R.L DE C.V
EFECTIVALE S DE R L DE C V",México,"compranet
pot",compranet-1620524637144,,,,,651,EFECTIVALE S DE RL DE CV,https://sites.google.com/site/cnetrupc/rupc,
casanova-vallejo-sa-de-cv,CASANOVA VALLEJO SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,709,0,0,14420616172,0,0,0,0,0,0,0,"CASANOVA VALLEJO, S.A. DE C.V.
CASANOVA VALLEJO S.A. DE C.V.
CASANOVA VALLEJO, S. A. DE C. V.
CASANOVA VALLEJO, SA DE CV
CASANOVA VALLEJO S.A DE C.V
CASANOVA VALLEJO S A DE C V
CASANOVA VALLEJO S. A. DE C.V.
CASANOVA VALLEJO S. A. DE C. V.
Casanova Vallejo S.A. de C.V.
CASANOVA VALLEJO S.A DE C.V.
Casanova Vallejo S.A de C.V.
Casanova Vallejo SA de CV
CASANOVA VALLEJO S.A. de C.V
Casanova Vallejo S.A.. De C.V.
CASANOVA VALLEJO S.A.DE C.V.
Casanova Vallejo S.A.de C.V.
CASANOVA VALLEJO S.A. C.V.",México,"compranet
pot",compranet-1620524637144,,,,,10861,CASANOVA VALLEJO SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
nuovo-pignone-spa,"NUOVO PIGNONE, SPA.",company,,2021-05-09T00:24:27.000Z,organizations,0,79,0,0,14293384436,0,0,0,0,0,0,0,"NUOVO PIGNONE SPA
NUOVO PIGNONE S.P.A.",México,"compranet3
pot",compranet3-1620530467436,,,,,,,,
oracle-de-centroamerica-sociedad-anonima,ORACLE DE CENTROAMERICA SOCIEDAD ANONIMA,company,,2021-11-28T01:37:26.000Z,organizations,0,136,0,0,14115983913,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
ampere-soluciones-constructivas-sociedad-anonima,AMPERE SOLUCIONES CONSTRUCTIVAS SOCIEDAD ANONIMA,company,,2021-11-28T01:40:21.000Z,organizations,0,10,0,0,14075620984,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,SNM010323EB5,"SIXSIGMA NETWORKS MEXICO, S.A. DE C.V.",,,,,,
compania-constructora-van-der-laat-y-jimenez-sociedad-anonima,COMPAÑIA CONSTRUCTORA VAN DER LAAT Y JIMENEZ SOCIEDAD ANONIMA,company,,2021-11-28T01:47:07.000Z,organizations,0,2,0,0,14037421081,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,EFE8908015L3,EFECTIVALE S DE RL DE CV,,1,,,,
comercializadora-milenio-sa-de-cv,COMERCIALIZADORA MILENIO SA DE CV,company,profit,2019-01-24T01:17:24.000Z,organizations,0,38,0,0,13863797505,0,0,0,0,0,0,0,,México,compranet,compranet-1620524637144,CVA910402GI5,CASANOVA VALLEJO SA DE CV,,1,67882,COMERCIALIZADORA MILENIO SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
